,id,price,ms,rooms,floor,lat,lon,air_conditioning,wardrobes,lift,exterior,garden,swimming_pool,terrace,storeroom,garage,district,subdistrict,share_loc,needs_renovating,good_condition,new_dev,pricems
2530,36027034.0,59500.0,50,2.0,3,40.3488473,-3.7097944,0,0,0,1,0,0,1,0,0, Villaverde , San Andr\xe9s ,0,0,1,0,1190.0
2531,34615155.0,860000.0,275,5.0,1,40.4538371,-3.6916679,0,1,1,1,0,0,1,1,0, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,1,0,0,3127.27272727
2532,31541036.0,1150000.0,203,5.0,7,40.4315258,-3.6789958,1,1,1,1,0,0,1,1,0, Salamanca , Castellana ,0,1,0,0,5665.02463054
2533,1684002.0,180000.0,65,2.0,7,40.3848211,-3.7809566,1,1,1,1,0,0,0,0,0, Latina , \xc1guilas ,1,0,1,0,2769.23076923
2534,35809691.0,91500.0,68,2.0,1,40.3973248,-3.6361088,0,0,0,1,0,0,0,0,0, Moratalaz , Pavones ,1,0,1,0,1345.58823529
2535,36128547.0,168000.0,135,4.0,2,40.3783989,-3.6109157,0,0,1,1,0,0,1,0,0, Villa de Vallecas , Santa Eugenia ,0,0,1,0,1244.44444444
2536,36128545.0,179000.0,75,2.0,3,40.4291594,-3.6567834,0,1,0,1,0,0,1,0,0, Ciudad Lineal , Ventas ,0,0,1,0,2386.66666667
2537,33701102.0,190000.0,50,1.0,2,40.404344,-3.679551,1,0,1,0,0,0,0,0,0, Retiro , Pac\xedfico ,1,0,1,0,3800.0
2538,35936666.0,410000.0,89,2.0,7,40.4074656,-3.6703906,1,0,1,1,0,0,0,0,0, Retiro , Estrella ,0,0,1,0,4606.74157303
2539,34972720.0,450000.0,113,4.0,5,40.4284022,-3.6635852,0,1,1,1,0,0,1,0,1, Salamanca , Guindalera ,0,0,1,0,3982.30088496
2540,35019068.0,1800000.0,421,5.0,3,40.435559,-3.6949728,1,1,1,1,0,0,1,1,1, Chamber\xed , Almagro ,0,1,0,0,4275.53444181
2541,430592.0,300000.0,115,4.0,3,40.4817508,-3.7169912,0,0,1,1,0,0,1,0,1, Fuencarral , Pe\xf1agrande ,1,0,1,0,2608.69565217
2542,1625522.0,120000.0,50,2.0,1,40.3913736,-3.7152766,0,0,0,1,0,0,0,0,0, Carabanchel , Opa\xf1el ,1,0,1,0,2400.0
2543,30287712.0,585000.0,160,3.0,13,40.49448,-3.6229993,1,0,1,1,1,1,1,1,1, Hortaleza , Valdebebas - Valdefuentes ,1,0,0,1,3656.25
2544,28559861.0,94000.0,55,2.0,1,40.4304025,-3.6466017,0,0,0,1,0,0,1,0,0, Ciudad Lineal , Ventas ,1,0,1,0,1709.09090909
2545,35439737.0,95000.0,93,2.0,5,40.37672,-3.66118,0,0,1,1,0,0,0,0,0, Puente de Vallecas , Palomeras Bajas ,0,0,1,0,1021.50537634
2546,33146020.0,298000.0,110,3.0,3,40.454726,-3.5925435,1,1,0,1,1,0,1,0,0, Barajas , Alameda de Osuna ,1,0,1,0,2709.09090909
2547,34298324.0,399900.0,93,3.0,2,40.3913205,-3.6895395,1,1,1,1,1,1,0,0,0, Arganzuela , Legazpi ,0,0,1,0,4300.0
2548,33260199.0,290000.0,127,4.0,7,40.3801831,-3.6368872,0,1,1,1,1,1,0,1,1, Puente de Vallecas , Palomeras sureste ,1,0,1,0,2283.46456693
2549,33743384.0,125300.0,54,3.0,3,40.427909,-3.6188873,0,0,0,0,0,0,0,0,0, San Blas , Amposta ,1,0,0,0,2320.37037037
2550,36145654.0,75000.0,75,3.0,3,40.3755904,-3.6698815,1,0,0,1,0,0,1,1,0, Puente de Vallecas , Entrev\xedas ,0,0,1,0,1000.0
2551,35290626.0,645000.0,140,4.0,5,40.5031166,-3.7026485,1,1,1,1,1,1,1,1,1, Fuencarral , Montecarmelo ,1,0,1,0,4607.14285714
2552,35095117.0,335000.0,112,3.0,Ground floor,40.5023917,-3.7080617,1,1,1,1,0,0,1,0,1, Fuencarral , Montecarmelo ,0,0,1,0,2991.07142857
2553,34894683.0,238000.0,131,4.0,1,40.3510487,-3.6792586,0,0,1,1,1,1,1,1,1, Villaverde , Butarque ,1,0,0,1,1816.79389313
2555,35109294.0,740000.0,153,4.0,3,40.421326,-3.6711589,0,1,1,1,0,0,1,0,1, Retiro , Ibiza ,0,0,1,0,4836.60130719
2556,34444506.0,890000.0,242,3.0,5,40.453368,-3.6231335,1,1,1,1,1,1,1,1,1, Hortaleza , Palomas ,1,0,1,0,3677.68595041
2557,30293281.0,980000.0,285,5.0,Ground floor,40.4215327,-3.6730886,1,0,1,1,0,0,0,1,0, Salamanca , Goya ,1,1,0,0,3438.59649123
2558,35642765.0,397000.0,148,4.0,2,40.4250718,-3.6587102,1,1,1,1,0,0,1,0,0, Ciudad Lineal , Ventas ,1,0,1,0,2682.43243243
2561,35080688.0,120000.0,65,3.0,Ground floor,40.4730192,-3.7109334,0,0,1,1,1,0,0,0,0, Fuencarral , Pilar ,1,1,0,0,1846.15384615
2562,35497461.0,400000.0,137,2.0,3,40.4003976,-3.6674721,1,1,1,1,1,1,1,0,1, Retiro , Adelfas ,0,0,1,0,2919.7080292
2563,31658622.0,118372.0,91,3.0,5,40.3685086,-3.6897102,0,0,1,0,0,0,0,0,0, Usera , San Ferm\xedn ,0,0,1,0,1300.79120879
2564,30551337.0,230000.0,42,1.0,2,40.4197693,-3.7101133,1,0,1,0,0,0,0,1,0, Centro , Sol ,0,0,1,0,5476.19047619
2565,35967866.0,1950000.0,472,5.0,1,40.445006,-3.6824204,1,1,1,1,1,1,1,1,0, Chamart\xedn , El Viso ,0,0,1,0,4131.3559322
2566,35971459.0,698000.0,209,4.0,10,40.3842216,-3.6956711,1,1,1,1,1,1,0,1,1, Usera , Almendrales ,1,0,0,1,3339.71291866
2567,35416539.0,138000.0,81,3.0,1,40.4293816,-3.6398919,0,1,0,1,0,0,1,0,0, Ciudad Lineal , Pueblo Nuevo ,1,1,0,0,1703.7037037
2569,30950722.0,1150000.0,220,3.0,4,40.4116029,-3.6955596,0,0,1,1,0,0,0,0,1, Centro , Huertas-Cortes ,0,1,0,0,5227.27272727
2570,36197084.0,75000.0,67,3.0,2,40.3843424,-3.6677403,0,0,0,1,0,0,0,0,0, Puente de Vallecas , San Diego ,0,0,1,0,1119.40298507
2571,36228217.0,143700.0,75,3.0,5,40.4054358,-3.7489978,0,0,0,0,0,0,0,0,0, Latina , Lucero ,0,0,1,0,1916.0
2572,34804320.0,2300000.0,420,6.0,2,40.4299,-3.69178,1,1,1,1,0,0,1,1,1, Chamber\xed , Almagro ,0,0,1,0,5476.19047619
2573,34810088.0,840000.0,252,3.0,7,40.4546281,-3.6926877,0,1,1,1,0,0,0,0,0, Tetu\xe1n , Cuzco-Castillejos ,0,1,0,0,3333.33333333
2574,35875682.0,197000.0,40,1.0,4,40.4765908,-3.6756321,1,0,1,1,1,1,0,0,0, Chamart\xedn , Castilla ,1,0,1,0,4925.0
2576,34630811.0,550000.0,180,4.0,7,40.4089212,-3.6670479,1,1,1,1,0,0,1,0,1, Retiro , Estrella ,0,0,1,0,3055.55555556
2577,33303298.0,900000.0,310,4.0,8,40.4393553,-3.7075586,0,1,1,1,0,0,1,1,1, Chamber\xed , Vallehermoso ,0,0,1,0,2903.22580645
2578,35875869.0,750000.0,202,5.0,1,40.4290697,-3.6744559,1,0,1,1,0,0,0,1,0, Salamanca , Goya ,0,0,1,0,3712.87128713
2579,35194308.0,390000.0,144,5.0,3,40.4452323,-3.6343297,0,1,1,1,0,0,1,1,0, San Blas , Salvador ,0,0,1,0,2708.33333333
2580,35383503.0,133000.0,65,2.0,2,40.4398663,-3.6421464,1,0,0,1,0,0,1,0,1, Ciudad Lineal , Quintana ,0,1,0,0,2046.15384615
2581,36136789.0,269000.0,83,3.0,1,40.4836866,-3.7215268,0,0,1,0,1,0,0,0,1, Fuencarral , Pe\xf1agrande ,0,0,0,0,3240.96385542
2582,34203091.0,110000.0,60,3.0,5,40.42513,-3.65447,0,0,1,1,0,0,0,0,0, Ciudad Lineal , Ventas ,0,0,1,0,1833.33333333
2583,35900052.0,270000.0,105,2.0,2,40.386812,-3.7375185,0,1,1,1,0,1,1,1,1, Carabanchel , Vista Alegre ,0,0,1,0,2571.42857143
2584,35680707.0,550000.0,147,3.0,6,40.4990819,-3.7107865,0,1,1,1,1,1,0,1,1, Fuencarral , Mirasierra ,0,0,1,0,3741.49659864
2585,36159446.0,89900.0,63,3.0,5,40.4022771,-3.7501957,0,0,0,0,0,0,0,0,0, Latina , Lucero ,0,0,0,0,1426.98412698
2586,28119020.0,70663.0,56,3.0,1,40.3753554,-3.7405001,0,0,0,0,0,0,0,0,0, Carabanchel , Puerta Bonita ,0,0,1,0,1261.83928571
2587,35924564.0,95000.0,65,2.0,1,40.3902742,-3.6587233,0,0,0,1,0,0,1,0,0, Puente de Vallecas , Palomeras Bajas ,1,0,1,0,1461.53846154
2588,36427155.0,400000.0,125,3.0,1,40.4561096,-3.7020632,1,1,1,1,0,0,0,0,0, Tetu\xe1n , Cuatro Caminos ,1,0,1,0,3200.0
2589,35966651.0,2200000.0,573,5.0,8,40.4479374,-3.6907337,0,0,1,1,0,0,0,1,0, Chamart\xedn , El Viso ,0,1,0,0,3839.44153578
2590,29485812.0,485000.0,100,2.0,1,40.4631691,-3.6792064,1,1,1,1,1,0,0,1,1, Chamart\xedn , Nueva Espa\xf1a ,0,0,1,0,4850.0
2591,36139428.0,250000.0,64,4.0,1,40.4059956,-3.7030761,1,0,1,1,0,0,0,0,0, Centro , Lavapi\xe9s-Embajadores ,0,0,1,0,3906.25
2592,34663904.0,290000.0,64,1.0,3,40.4626396,-3.6984967,0,0,1,1,0,0,1,1,0, Tetu\xe1n , Valdeacederas ,0,0,1,0,4531.25
2593,34894358.0,350000.0,110,3.0,4,40.4766605,-3.7203799,1,1,1,1,1,1,1,0,1, Fuencarral , Pe\xf1agrande ,0,0,1,0,3181.81818182
2594,36052443.0,595000.0,174,4.0,2,40.4220321,-3.7054772,0,1,1,1,0,0,0,1,0, Centro , Malasa\xf1a-Universidad ,0,0,1,0,3419.54022989
2595,36133842.0,199999.0,90,3.0,3,40.3971539,-3.7096256,0,0,1,1,0,0,0,0,0, Carabanchel , Comillas ,0,0,1,0,2222.21111111
2596,36053911.0,92000.0,70,3.0,Ground floor,40.4036186,-3.7365543,0,0,1,1,0,0,0,0,0, Latina , Puerta del \xc1ngel ,0,0,1,0,1314.28571429
2597,35938059.0,155000.0,60,2.0,3,40.4773077,-3.7108499,0,0,1,1,0,0,1,0,0, Fuencarral , Pilar ,0,0,1,0,2583.33333333
2598,36012083.0,550000.0,130,3.0,3,40.4258359,-3.6987013,1,1,1,1,0,0,0,0,0, Centro , Chueca-Justicia ,1,0,1,0,4230.76923077
2600,35697439.0,289000.0,107,3.0,2,40.4661478,-3.6356556,1,1,1,1,0,1,0,1,0, Hortaleza , Canillas ,0,0,1,0,2700.93457944
2601,33805980.0,770000.0,170,4.0,8,40.4389487,-3.7161567,1,1,1,1,0,0,1,0,1, Chamber\xed , Gaztambide ,1,0,1,0,4529.41176471
2602,36166655.0,850000.0,170,3.0,2,40.4241556,-3.677188,1,1,1,1,0,0,0,0,0, Salamanca , Goya ,0,0,1,0,5000.0
2603,35865880.0,360000.0,113,3.0,2,40.43248,-3.6051,0,1,1,1,1,1,0,1,1, San Blas , Rosas ,0,0,1,0,3185.84070796
2604,32626397.0,51500.0,65,3.0,Ground floor,40.3413146,-3.688946,0,1,0,1,0,0,0,0,0, Villaverde , San Crist\xf3bal ,0,1,0,0,792.307692308
2605,34442826.0,450000.0,139,4.0,6,40.4708665,-3.6864873,1,1,1,1,0,0,1,0,0, Chamart\xedn , Castilla ,1,1,0,0,3237.41007194
2606,34261514.0,126000.0,120,3.0,1,40.3789552,-3.7042382,0,1,0,1,1,0,0,0,1, Usera , Pradolongo ,1,0,1,0,1050.0
2607,35028999.0,780000.0,202,4.0,1,40.4257697,-3.6761559,1,1,1,1,0,0,0,1,0, Salamanca , Goya ,0,1,0,0,3861.38613861
2608,1718444.0,230000.0,75,3.0,4,40.4594715,-3.7123978,0,1,0,1,1,0,0,1,1, Moncloa , Valdezarza ,1,0,1,0,3066.66666667
2609,36280508.0,105000.0,67,3.0,1,40.3519599,-3.6868048,0,0,0,1,0,0,0,0,0, Villaverde , Los Rosales ,0,0,1,0,1567.1641791
2610,35841764.0,1150000.0,173,2.0,6,40.4471952,-3.6856589,0,0,1,1,0,0,1,1,1, Chamart\xedn , El Viso ,0,0,1,0,6647.39884393
2611,32452428.0,240000.0,130,4.0,2,40.3495508,-3.6780052,1,1,1,1,1,1,0,1,1, Villaverde , Butarque ,1,0,1,0,1846.15384615
2612,36020328.0,130000.0,58,2.0,2,40.4765916,-3.6438388,0,1,1,1,0,0,0,1,0, Hortaleza , Pinar del Rey ,0,0,1,0,2241.37931034
2613,36323255.0,97500.0,70,3.0,4,40.3634903,-3.7004584,0,0,1,0,0,0,1,0,0, Villaverde , Los \xc1ngeles ,0,0,1,0,1392.85714286
2614,1759388.0,116000.0,70,3.0,1,40.3436447,-3.7087599,1,0,0,1,0,0,1,0,0, Villaverde , San Andr\xe9s ,1,0,1,0,1657.14285714
2615,36323257.0,137800.0,119,3.0,4,40.4315019,-3.6158493,1,1,0,0,0,0,0,0,0, San Blas , Hell\xedn ,0,0,1,0,1157.98319328
2616,35616391.0,118000.0,53,2.0,2,40.4706178,-3.585804,1,0,0,1,0,0,0,0,0, Barajas , Tim\xf3n ,0,0,1,0,2226.41509434
2617,32764864.0,115000.0,95,3.0,4,40.3878359,-3.6718558,0,1,0,1,0,0,1,1,0, Puente de Vallecas , San Diego ,0,1,0,0,1210.52631579
2618,36134883.0,129900.0,74,2.0,2,40.3934,-3.76252,0,0,1,0,0,0,0,0,0, Latina , Aluche ,0,0,1,0,1755.40540541
2619,36134882.0,232000.0,113,4.0,1,40.3990099,-3.7593495,0,0,1,0,1,0,0,0,0, Latina , Aluche ,0,0,1,0,2053.09734513
2620,30253376.0,305000.0,75,2.0,1,40.4361055,-3.6234852,1,1,1,1,1,1,0,1,1, San Blas , Simancas ,1,0,1,0,4066.66666667
2621,35473710.0,274890.0,150,1.0,Ground floor,40.4615708,-3.6727202,0,0,1,1,0,0,0,0,0, Chamart\xedn , Nueva Espa\xf1a ,1,1,0,0,1832.6
2622,36134885.0,126900.0,84,3.0,4,40.4380374,-3.60907,1,1,0,0,0,0,1,0,0, San Blas , Canillejas ,0,0,1,0,1510.71428571
2623,35888427.0,340000.0,158,4.0,2,40.4127961,-3.7280117,1,0,1,1,0,0,1,0,0, Latina , Puerta del \xc1ngel ,0,0,1,0,2151.89873418
2624,30261493.0,268000.0,90,3.0,3,40.3701149,-3.761992,0,1,1,1,0,1,0,1,1, Carabanchel , Buena Vista ,0,0,1,0,2977.77777778
2625,36134888.0,129900.0,84,3.0,1,40.4383374,-3.60607,0,1,0,0,0,0,1,0,0, San Blas , Canillejas ,0,0,1,0,1546.42857143
2626,32739938.0,260000.0,125,4.0,5,40.3969877,-3.7592886,0,1,1,1,1,0,1,1,0, Latina , Aluche ,1,1,0,0,2080.0
2628,33065493.0,179000.0,60,2.0,1,40.4050667,-3.7134418,0,0,0,0,0,0,1,0,0, Arganzuela , Imperial ,1,0,1,0,2983.33333333
2629,25316557.0,450000.0,110,3.0,7,40.4375996,-3.6384759,1,1,1,1,0,0,0,0,1, Ciudad Lineal , Pueblo Nuevo ,1,0,1,0,4090.90909091
2630,35935642.0,167000.0,110,3.0,1,40.368547,-3.7021627,1,1,0,1,0,0,1,0,0, Usera , 12 de Octubre-Orcasur ,0,0,1,0,1518.18181818
2631,1855587.0,395000.0,101,4.0,5,40.4356426,-3.7056152,0,1,1,1,0,0,0,0,0, Chamber\xed , Arapiles ,1,0,1,0,3910.89108911
2632,35708211.0,2150000.0,350,5.0,5,40.4305205,-3.6916423,1,1,1,1,0,0,0,1,1, Chamber\xed , Almagro ,0,0,1,0,6142.85714286
2633,1752175.0,200000.0,75,2.0,1,40.4685654,-3.6995171,1,1,1,1,0,0,0,0,0, Tetu\xe1n , Valdeacederas ,1,0,1,0,2666.66666667
2634,35544323.0,170000.0,48,2.0,2,40.41106,-3.6978819,1,1,0,1,0,0,0,0,0, Centro , Lavapi\xe9s-Embajadores ,0,0,1,0,3541.66666667
2635,35817552.0,450000.0,171,3.0,Ground floor,40.4837,-3.63096,0,0,1,1,0,0,1,0,0, Hortaleza , Valdebebas - Valdefuentes ,1,0,0,1,2631.57894737
2636,33491688.0,2100000.0,1250,4.0,23,40.4398786,-3.6719456,0,0,1,1,0,1,1,0,0, Chamart\xedn , Prosperidad ,1,0,1,0,1680.0
2637,29324796.0,460000.0,120,4.0,1,40.4696177,-3.7287764,1,1,1,1,1,1,0,1,1, Moncloa , Ciudad Universitaria ,1,0,1,0,3833.33333333
2638,35899250.0,250000.0,119,2.0,1,40.3819034,-3.7467478,1,1,1,1,1,1,0,0,1, Carabanchel , Puerta Bonita ,0,0,1,0,2100.84033613
2639,34672504.0,695000.0,161,2.0,6,40.4281006,-3.7099343,1,0,1,1,0,0,0,0,0, Centro , Malasa\xf1a-Universidad ,1,0,1,0,4316.77018634
2640,33086944.0,90000.0,70,3.0,Ground floor,40.3857707,-3.7445274,0,0,1,0,0,0,1,0,0, Carabanchel , Vista Alegre ,1,0,1,0,1285.71428571
2641,33194785.0,190000.0,65,2.0,2,40.4433426,-3.6721348,1,1,0,0,0,0,0,1,0, Chamart\xedn , Prosperidad ,1,0,1,0,2923.07692308
2642,30770642.0,99300.0,54,2.0,4,40.3999028,-3.7734499,0,0,0,1,0,0,1,0,0, Latina , Campamento ,0,1,0,0,1838.88888889
2644,34661223.0,155000.0,80,3.0,3,40.4286304,-3.6170985,0,0,0,1,0,0,0,0,0, San Blas , Hell\xedn ,0,0,1,0,1937.5
2645,35857420.0,380000.0,90,1.0,4,40.4210808,-3.7039381,1,1,1,1,0,0,0,0,0, Centro , Malasa\xf1a-Universidad ,1,0,1,0,4222.22222222
2647,35841543.0,100000.0,106,3.0,3,40.3983089,-3.6552877,0,0,1,1,0,0,1,0,0, Puente de Vallecas , Numancia ,0,0,1,0,943.396226415
2648,36144528.0,248800.0,81,1.0,2,40.4716587,-3.6857855,0,1,1,1,0,0,0,0,0, Chamart\xedn , Castilla ,1,0,1,0,3071.60493827
2649,35841546.0,120000.0,63,3.0,1,40.4069496,-3.6502022,0,0,1,1,0,0,1,0,0, Moratalaz , Vinateros ,0,0,1,0,1904.76190476
2650,36078693.0,590000.0,131,4.0,3,40.4229859,-3.6665128,1,0,1,1,0,0,1,0,0, Salamanca , Fuente del Berro ,0,1,0,0,4503.81679389
2651,36362856.0,99000.0,59,2.0,3,40.4045459,-3.7491261,0,1,0,1,0,0,1,1,0, Latina , Lucero ,1,0,1,0,1677.96610169
2652,35826456.0,235000.0,55,1.0,1,40.4414825,-3.680563,1,1,1,1,0,0,0,0,0, Chamart\xedn , El Viso ,1,0,1,0,4272.72727273
2653,36294220.0,237000.0,73,2.0,5,40.4021815,-3.704119,1,1,1,1,0,0,0,0,0, Arganzuela , Acacias ,0,0,1,0,3246.57534247
2654,35629531.0,234000.0,60,1.0,3,40.4093955,-3.7029807,1,1,1,0,0,0,0,0,0, Centro , Lavapi\xe9s-Embajadores ,1,0,1,0,3900.0
2656,28727812.0,163500.0,92,2.0,1,40.3803549,-3.6236649,0,0,1,0,0,0,0,1,0, Villa de Vallecas , Casco Hist\xf3rico de Vallecas ,1,0,1,0,1777.17391304
2657,34816133.0,650000.0,159,3.0,8,40.4369229,-3.6789187,0,1,1,0,1,1,0,1,0, Salamanca , Lista ,1,0,1,0,4088.05031447
2658,30477787.0,1050000.0,224,3.0,4,40.4532124,-3.6861043,1,1,1,1,0,0,0,1,0, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,0,1,0,4687.5
2659,1726605.0,125000.0,80,3.0,5,40.3753189,-3.7439833,1,1,0,1,1,0,1,0,0, Carabanchel , Puerta Bonita ,1,0,1,0,1562.5
2660,36107536.0,117000.0,50,1.0,Ground floor,40.430766,-3.6429941,0,0,0,1,0,0,0,0,0, Ciudad Lineal , Pueblo Nuevo ,0,0,1,0,2340.0
2661,35767154.0,175000.0,45,1.0,Ground floor,40.4102043,-3.6959405,0,0,0,1,0,0,0,0,0, Centro , Lavapi\xe9s-Embajadores ,1,0,1,0,3888.88888889
2662,36271892.0,269000.0,90,2.0,3,40.4442261,-3.5885955,1,1,1,1,1,1,0,1,1, San Blas , Rejas ,1,0,1,0,2988.88888889
2663,35879439.0,149000.0,90,3.0,1,40.3924936,-3.7164492,1,0,1,1,0,0,1,1,0, Carabanchel , Comillas ,0,0,1,0,1655.55555556
2664,2046579.0,500000.0,147,3.0,3,40.4721132,-3.6791936,0,1,1,1,1,1,0,1,1, Chamart\xedn , Castilla ,1,0,1,0,3401.36054422
2665,35061338.0,225000.0,75,2.0,2,40.4309478,-3.6765194,0,0,0,0,0,0,0,0,0, Salamanca , Lista ,0,0,1,0,3000.0
2666,35668900.0,1540000.0,250,4.0,1,40.4667408,-3.6841997,1,1,1,1,0,1,1,1,1, Chamart\xedn , Nueva Espa\xf1a ,0,0,1,0,6160.0
2667,36284095.0,395000.0,98,3.0,7,40.464002,-3.6924393,0,0,1,1,0,0,1,0,0, Tetu\xe1n , Cuzco-Castillejos ,0,0,1,0,4030.6122449
2668,36098585.0,130000.0,72,2.0,3,40.4663259,-3.7115489,0,1,0,1,0,0,1,0,0, Moncloa , Valdezarza ,0,0,1,0,1805.55555556
2669,33518168.0,159000.0,61,1.0,2,40.3935876,-3.7268877,0,1,1,1,0,0,0,1,0, Carabanchel , San Isidro ,1,0,1,0,2606.55737705
2670,36128968.0,84000.0,68,3.0,5,40.4039435,-3.6136533,0,0,0,1,0,0,1,0,0, Vic\xe1lvaro , Ambroz ,0,0,1,0,1235.29411765
2671,34886502.0,310000.0,55,1.0,1,40.4654877,-3.7661605,1,1,1,1,1,1,0,1,1, Moncloa , Valdemar\xedn ,1,0,1,0,5636.36363636
2672,35520976.0,370000.0,95,2.0,3,40.4441868,-3.6454552,1,1,1,1,1,0,0,1,1, Ciudad Lineal , Concepci\xf3n ,0,0,1,0,3894.73684211
2673,35748596.0,170000.0,91,3.0,1,40.4060732,-3.6551269,0,1,1,1,0,0,1,0,0, Moratalaz , Media Legua ,0,1,0,0,1868.13186813
2674,35424664.0,99000.0,50,1.0,Ground floor,40.45253,-3.58441,0,0,0,1,0,0,0,0,0, Barajas , Aeropuerto ,0,0,1,0,1980.0
2675,36118640.0,112875.0,85,4.0,4,40.4017993,-3.6459921,0,0,0,1,0,0,0,0,0, Moratalaz , Fontarr\xf3n ,0,0,1,0,1327.94117647
2676,32830272.0,4900000.0,465,4.0,4,40.4241975,-3.6848896,0,1,1,1,0,0,1,1,1, Salamanca , Recoletos ,0,0,1,0,10537.6344086
2678,33854163.0,170000.0,56,1.0,6,40.35966,-3.5932,1,1,1,1,1,1,0,1,1, Villa de Vallecas , Ensanche de Vallecas - La Gavia ,1,0,1,0,3035.71428571
2679,35043214.0,670000.0,179,4.0,4,40.465224,-3.6568497,0,1,1,1,0,1,1,0,1, Hortaleza , Canillas ,0,0,1,0,3743.01675978
2680,33743563.0,205000.0,81,2.0,4,40.3722136,-3.7416366,1,1,1,1,0,1,0,1,1, Carabanchel , Pau de Carabanchel ,1,0,1,0,2530.86419753
2681,35753267.0,270000.0,93,3.0,1,40.4415745,-3.6777695,0,0,0,1,0,0,0,0,0, Chamart\xedn , Prosperidad ,0,1,0,0,2903.22580645
2682,34849854.0,245000.0,94,3.0,Ground floor,40.4640414,-3.7224763,1,0,1,1,0,0,1,1,0, Moncloa , Ciudad Universitaria ,1,0,1,0,2606.38297872
2683,31170468.0,290000.0,113,3.0,1,40.39874,-3.75197,1,1,1,1,1,0,0,1,1, Latina , Lucero ,0,0,1,0,2566.37168142
2684,33130060.0,116000.0,73,3.0,Ground floor,40.3903456,-3.7427623,0,0,1,0,0,0,0,0,0, Carabanchel , Vista Alegre ,0,0,0,0,1589.04109589
2685,36160035.0,182000.0,40,2.0,Ground floor,40.439542,-3.6995894,0,1,1,0,0,0,1,0,0, Chamber\xed , Nuevos Ministerios-R\xedos Rosas ,1,0,1,0,4550.0
2686,35746993.0,115000.0,77,3.0,1,40.4407395,-3.6086698,1,1,0,1,0,0,0,1,0, San Blas , Canillejas ,0,0,1,0,1493.50649351
2687,34826226.0,98900.0,103,5.0,3,40.3816126,-3.6776832,0,0,0,1,0,0,1,0,0, Puente de Vallecas , Entrev\xedas ,0,0,1,0,960.194174757
2688,35706942.0,415000.0,136,3.0,12,40.4929966,-3.6107408,0,0,1,1,1,1,1,1,1, Hortaleza , Valdebebas - Valdefuentes ,1,0,0,1,3051.47058824
2689,34897742.0,445000.0,130,3.0,1,40.42116,-3.69881,0,0,1,1,0,0,0,0,0, Centro , Chueca-Justicia ,1,0,1,0,3423.07692308
2690,2099333.0,500000.0,125,4.0,4,40.4030368,-3.7069688,1,1,1,1,0,1,0,1,1, Arganzuela , Acacias ,1,0,1,0,4000.0
2691,36225759.0,99000.0,67,3.0,11,40.3756511,-3.6910679,1,1,1,1,0,0,1,1,0, Usera , San Ferm\xedn ,1,1,0,0,1477.6119403
2692,34654512.0,490000.0,113,2.0,3,40.3976179,-3.6880898,1,1,1,1,1,1,0,1,1, Arganzuela , Delicias ,0,0,1,0,4336.28318584
2693,35220768.0,311000.0,109,3.0,1,40.5005592,-3.6075623,0,0,1,1,0,0,1,1,1, Hortaleza , Valdebebas - Valdefuentes ,1,0,0,1,2853.21100917
2694,36192102.0,255000.0,85,2.0,1,40.38431,-3.7994,1,1,1,1,0,0,0,1,0, Latina , Campamento ,1,0,1,0,3000.0
2695,28930516.0,175000.0,104,3.0,1,40.370277,-3.7062011,1,1,0,1,0,0,1,1,0, Usera , Orcasitas ,1,0,1,0,1682.69230769
2696,31087507.0,198000.0,75,2.0,2,40.4304711,-3.6554062,1,1,1,1,0,0,1,0,0, Ciudad Lineal , Ventas ,1,0,1,0,2640.0
2697,35638344.0,95000.0,56,2.0,Semi-basement,40.4040914,-3.7410707,1,0,0,0,0,0,0,0,0, Latina , Puerta del \xc1ngel ,0,0,1,0,1696.42857143
2698,35762654.0,440000.0,140,4.0,13,40.485752,-3.6978964,0,1,1,1,1,1,1,0,1, Fuencarral , La Paz ,0,0,1,0,3142.85714286
2699,36290764.0,93905.0,75,3.0,3,40.3563147,-3.6909978,0,0,1,1,0,0,1,0,0, Villaverde , Los Rosales ,1,0,1,0,1252.06666667
2700,35915137.0,1000000.0,306,6.0,Ground floor,40.4392561,-3.6934298,0,1,1,1,0,0,0,0,0, Chamber\xed , Almagro ,0,1,0,0,3267.97385621
2701,34136912.0,375000.0,126,3.0,3,40.4900296,-3.673096,1,0,1,1,0,1,0,0,0, Hortaleza , Virgen del Cortijo - Manoteras ,0,0,1,0,2976.19047619
2702,33408851.0,169000.0,105,3.0,2,40.4050185,-3.7414096,1,1,0,1,0,0,1,0,0, Latina , Puerta del \xc1ngel ,1,0,1,0,1609.52380952
2703,35471953.0,590000.0,140,4.0,3,40.4209233,-3.715926,1,1,1,1,0,0,0,1,0, Moncloa , Arg\xfcelles ,1,0,1,0,4214.28571429
2704,36162882.0,267500.0,98,3.0,3,40.4129056,-3.7251424,0,0,1,1,0,0,1,0,0, Latina , Puerta del \xc1ngel ,0,0,1,0,2729.59183673
2705,33435290.0,2250000.0,468,6.0,4,40.4133976,-3.671111,0,0,1,1,1,1,1,1,1, Retiro , Ni\xf1o Jes\xfas ,0,0,1,0,4807.69230769
