,id,price,ms,rooms,floor,lat,lon,air_conditioning,wardrobes,lift,exterior,garden,swimming_pool,terrace,storeroom,garage,district,subdistrict,share_loc,needs_renovating,good_condition,new_dev,pricems
11124,36135076.0,320000.0,113,3.0,5,40.4675082,-3.7186645,0,0,1,0,0,0,0,1,0, Moncloa , Valdezarza ,0,0,1,0,2831.85840708
11127,34426378.0,1450000.0,311,8.0,2,40.4332202,-3.6815231,1,1,1,1,0,0,1,1,0, Salamanca , Castellana ,0,1,0,0,4662.37942122
11128,35384957.0,369990.0,70,2.0,1,40.4803769,-3.6697557,1,1,1,1,1,1,0,1,1, Ciudad Lineal , Costillares ,0,0,1,0,5285.57142857
11129,34754552.0,990000.0,346,5.0,8,40.456365,-3.6928195,0,0,1,1,0,0,1,1,1, Tetu\xe1n , Cuzco-Castillejos ,0,1,0,0,2861.2716763
11130,33770499.0,310000.0,91,2.0,2,40.4033714,-3.6026548,1,1,1,1,0,0,1,1,1, Vic\xe1lvaro , Casco Hist\xf3rico de Vic\xe1lvaro ,0,0,1,0,3406.59340659
11131,35133385.0,185000.0,80,3.0,6,40.4645606,-3.7185423,1,1,1,1,0,0,1,0,0, Moncloa , Valdezarza ,1,0,1,0,2312.5
11132,34017285.0,780000.0,160,4.0,2,40.4321155,-3.6726007,1,1,1,1,0,0,0,0,1, Salamanca , Lista ,0,0,1,0,4875.0
11133,33796954.0,199000.0,63,2.0,Basement,40.4455303,-3.7122791,0,1,0,0,0,0,1,0,0, Moncloa , Ciudad Universitaria ,0,0,1,0,3158.73015873
11134,36121873.0,724491.0,187,3.0,1,40.4707019,-3.7788518,1,0,1,1,0,1,1,1,1, Moncloa , Valdemar\xedn ,1,0,0,1,3874.28342246
11139,34547492.0,280000.0,100,4.0,10,40.4812548,-3.7115919,0,0,1,1,0,0,1,0,0, Fuencarral , Pilar ,1,1,0,0,2800.0
11140,36419571.0,115000.0,65,3.0,3,40.4375532,-3.6084442,1,1,0,1,0,0,1,1,0, San Blas , Canillejas ,0,0,1,0,1769.23076923
11141,34937703.0,279000.0,119,3.0,1,40.3650079,-3.7437704,1,1,1,1,0,1,0,1,1, Carabanchel , Pau de Carabanchel ,0,0,1,0,2344.53781513
11142,28760633.0,1200000.0,261,4.0,6,40.4348143,-3.6952446,1,0,1,1,0,1,1,1,1, Chamber\xed , Almagro ,0,0,1,0,4597.70114943
11143,34264732.0,90000.0,75,2.0,4,40.4500528,-3.5991695,0,0,0,1,0,0,0,0,0, San Blas , Rejas ,0,1,0,0,1200.0
11144,35841792.0,2400000.0,379,5.0,5,40.4235434,-3.7193039,0,1,1,1,0,0,1,1,1, Moncloa , Arg\xfcelles ,0,1,0,0,6332.45382586
11145,36020425.0,151500.0,80,3.0,5,40.3984111,-3.6628861,0,0,1,1,1,0,0,0,0, Puente de Vallecas , Numancia ,0,0,1,0,1893.75
11146,27407469.0,499000.0,157,4.0,3,40.4574022,-3.7847616,1,1,1,1,1,1,1,1,1, Moncloa , Aravaca ,1,0,1,0,3178.34394904
11147,28593140.0,350000.0,120,3.0,2,40.4438532,-3.5779192,1,1,1,1,1,1,0,0,1, San Blas , Rejas ,1,0,1,0,2916.66666667
11148,34466435.0,195000.0,104,4.0,5,40.3672534,-3.6852691,1,1,1,1,1,1,0,1,1, Usera , San Ferm\xedn ,0,0,1,0,1875.0
11149,35889724.0,550000.0,135,4.0,4,40.44237,-3.6554641,0,1,1,1,1,1,1,0,1, Ciudad Lineal , San Pascual ,1,0,1,0,4074.07407407
11150,36128846.0,100000.0,64,3.0,1,40.3920137,-3.7264144,0,0,0,1,0,0,0,0,0, Carabanchel , San Isidro ,0,0,1,0,1562.5
11151,25008895.0,105709.0,68,3.0,2,40.3446145,-3.7112453,0,0,0,0,0,0,0,0,0, Villaverde , San Andr\xe9s ,0,0,1,0,1554.54411765
11152,25750232.0,110303.0,71,3.0,1,40.4348687,-3.6083023,0,0,0,0,0,0,0,0,0, San Blas , Canillejas ,0,0,1,0,1553.56338028
11153,26141762.0,184000.0,45,1.0,3,40.4059061,-3.7001818,0,1,0,0,0,0,0,0,0, Centro , Lavapi\xe9s-Embajadores ,1,0,1,0,4088.88888889
11154,36043732.0,439000.0,244,5.0,Ground floor,40.434941,-3.6676811,1,0,1,1,0,0,0,0,0, Salamanca , Guindalera ,0,0,1,0,1799.18032787
11155,35439748.0,97000.0,95,3.0,1,40.3870389,-3.6725563,1,0,0,1,0,0,0,0,0, Puente de Vallecas , Entrev\xedas ,0,0,1,0,1021.05263158
11156,663836.0,325000.0,102,2.0,2,40.4708424,-3.6843073,0,1,1,1,0,0,1,0,0, Chamart\xedn , Castilla ,0,0,1,0,3186.2745098
11157,34149678.0,145000.0,55,2.0,1,40.4035222,-3.7398771,1,1,0,1,0,0,0,0,0, Latina , Puerta del \xc1ngel ,0,0,1,0,2636.36363636
11158,27487249.0,150000.0,70,2.0,1,40.3668289,-3.7614246,0,1,0,1,0,0,0,1,0, Carabanchel , Buena Vista ,1,0,1,0,2142.85714286
11159,1933192.0,220000.0,80,3.0,4,40.4682758,-3.717503,0,1,1,1,0,0,0,0,0, Moncloa , Valdezarza ,1,0,1,0,2750.0
11161,35897581.0,750000.0,178,3.0,1,40.4147622,-3.6999954,0,0,1,1,0,0,0,0,0, Centro , Sol ,0,1,0,0,4213.48314607
11162,35898551.0,163000.0,58,2.0,2,40.3946704,-3.7217864,1,1,0,1,0,0,1,0,0, Carabanchel , San Isidro ,1,0,1,0,2810.34482759
11163,36045874.0,265000.0,100,4.0,3,40.44055,-3.67802,1,1,0,1,1,0,1,0,0, Chamart\xedn , Prosperidad ,0,0,1,0,2650.0
11164,35750118.0,248500.0,120,2.0,Ground floor,40.4449506,-3.5765378,1,1,1,1,1,1,1,1,1, San Blas , Rejas ,1,0,1,0,2070.83333333
11165,33643365.0,920000.0,382,4.0,4,40.4505065,-3.6535324,1,1,1,1,1,1,1,0,1, Ciudad Lineal , San Juan Bautista ,0,0,1,0,2408.37696335
11166,35290672.0,160000.0,115,4.0,12,40.3653356,-3.6981162,1,1,1,1,0,0,1,0,0, Villaverde , Los \xc1ngeles ,0,0,1,0,1391.30434783
11168,35435944.0,125000.0,85,3.0,2,40.3743556,-3.7600788,1,0,0,1,0,0,1,0,0, Carabanchel , Buena Vista ,0,0,1,0,1470.58823529
11170,35662914.0,3100000.0,366,5.0,2,40.4231938,-3.6877588,1,1,1,1,1,0,0,0,0, Salamanca , Recoletos ,0,0,1,0,8469.94535519
11171,31354453.0,565000.0,239,4.0,4,40.4737136,-3.7367778,0,0,1,1,1,1,1,1,1, Fuencarral , Fuentelarreina ,0,1,0,0,2364.0167364
11172,35200869.0,135000.0,51,1.0,7,40.3636807,-3.5876103,1,1,1,1,1,1,0,1,1, Villa de Vallecas , Ensanche de Vallecas - La Gavia ,1,0,1,0,2647.05882353
11173,35642338.0,230000.0,155,4.0,2,40.4932713,-3.6860036,1,1,0,1,0,0,1,0,0, Fuencarral , Tres Olivos - Valverde ,0,0,1,0,1483.87096774
11174,35447424.0,599900.0,199,3.0,5,40.4405713,-3.711893,0,1,1,0,0,0,1,1,0, Chamber\xed , Gaztambide ,0,0,1,0,3014.57286432
11175,35953253.0,220000.0,95,3.0,3,40.4362968,-3.6526832,0,0,1,1,1,0,1,1,0, Ciudad Lineal , Concepci\xf3n ,1,1,0,0,2315.78947368
11176,35447420.0,145000.0,77,3.0,1,40.4410868,-3.6414756,0,0,0,1,0,0,0,0,0, Ciudad Lineal , Quintana ,0,1,0,0,1883.11688312
11177,36080175.0,900000.0,250,5.0,Mezzanine,40.4361938,-3.6900398,0,1,1,1,0,0,1,1,0, Chamber\xed , Almagro ,0,1,0,0,3600.0
11178,32423962.0,270000.0,48,1.0,4,40.4207036,-3.7080378,0,0,1,0,0,0,0,0,0, Centro , Palacio ,0,0,1,0,5625.0
11179,35500768.0,270000.0,85,2.0,4,40.381931,-3.6926165,0,1,1,1,0,0,1,0,1, Usera , 12 de Octubre-Orcasur ,0,0,1,0,3176.47058824
11180,35957018.0,875000.0,235,4.0,7,40.4858311,-3.7305192,1,1,1,1,1,1,0,0,1, Fuencarral , Pe\xf1agrande ,0,0,1,0,3723.40425532
11181,30872992.0,260000.0,90,3.0,1,40.4690321,-3.6612891,0,0,1,1,0,0,0,1,0, Hortaleza , Ap\xf3stol Santiago ,0,0,1,0,2888.88888889
11182,34163756.0,86050.0,75,2.0,4,40.3903742,-3.6567233,0,0,0,1,0,0,1,1,0, Puente de Vallecas , Palomeras Bajas ,0,0,1,0,1147.33333333
11183,35649730.0,780000.0,181,4.0,1,40.4290697,-3.6727559,1,1,1,1,0,0,0,0,0, Salamanca , Goya ,0,0,1,0,4309.39226519
11184,31655233.0,695000.0,180,4.0,1,40.458121,-3.7896911,1,0,1,1,1,1,1,0,1, Moncloa , Aravaca ,0,0,1,0,3861.11111111
11185,35905243.0,200000.0,90,3.0,1,40.4052317,-3.6005696,1,1,1,1,1,0,1,0,1, Vic\xe1lvaro , Ambroz ,1,0,1,0,2222.22222222
11186,36193657.0,135000.0,70,2.0,2,40.3748328,-3.7643659,0,1,0,1,1,0,0,0,1, Latina , \xc1guilas ,1,0,1,0,1928.57142857
11187,36176788.0,76000.0,70,3.0,3,40.3845319,-3.6385911,1,0,0,1,0,0,0,0,0, Puente de Vallecas , Palomeras sureste ,0,0,1,0,1085.71428571
11189,34432437.0,105000.0,65,3.0,2,40.3985685,-3.7731342,1,1,0,1,0,0,1,0,0, Latina , Campamento ,1,0,1,0,1615.38461538
11190,28084772.0,200000.0,75,1.0,3,40.4037289,-3.6002116,1,1,1,1,1,1,0,1,1, Vic\xe1lvaro , Valdebernardo - Valderribas ,1,0,1,0,2666.66666667
11191,35766504.0,85000.0,88,3.0,4,40.3891821,-3.6652282,1,0,0,0,0,0,1,0,0, Puente de Vallecas , San Diego ,1,0,1,0,965.909090909
11193,36043884.0,169000.0,80,3.0,Ground floor,40.4371868,-3.6588862,0,1,1,1,0,0,1,1,0, Ciudad Lineal , Concepci\xf3n ,0,0,1,0,2112.5
11194,35992146.0,121000.0,32,1.0,Ground floor,40.4119742,-3.6995183,0,1,0,0,0,0,0,0,0, Centro , Lavapi\xe9s-Embajadores ,0,0,1,0,3781.25
11195,35614458.0,425000.0,157,5.0,2,40.4767493,-3.6823,0,0,1,1,0,0,0,0,0, Chamart\xedn , Castilla ,0,0,1,0,2707.00636943
11196,35285677.0,788000.0,234,5.0,2,40.4360444,-3.7183781,0,1,1,1,0,0,1,1,0, Chamber\xed , Gaztambide ,0,1,0,0,3367.52136752
11197,34104812.0,895000.0,188,4.0,3,40.4548715,-3.6810638,1,1,1,1,0,0,1,0,0, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,0,1,0,4760.63829787
11198,35847548.0,79000.0,64,3.0,3,40.3895223,-3.7378098,0,0,0,1,0,0,1,0,0, Carabanchel , Vista Alegre ,0,1,0,0,1234.375
11199,34003939.0,330000.0,105,4.0,1,40.4814822,-3.660687,1,1,1,1,1,0,1,0,1, Hortaleza , Ap\xf3stol Santiago ,1,0,1,0,3142.85714286
11200,29957846.0,450000.0,135,4.0,1,40.3978842,-3.7065427,0,0,1,1,0,0,0,0,0, Arganzuela , Acacias ,1,0,1,0,3333.33333333
11201,36145996.0,120000.0,37,1.0,3,40.4046447,-3.6772008,0,0,1,0,0,0,0,0,0, Retiro , Pac\xedfico ,1,1,0,0,3243.24324324
11202,35192839.0,2900000.0,312,5.0,3,40.4307126,-3.6857319,0,1,1,1,0,0,0,1,0, Salamanca , Castellana ,0,1,0,0,9294.87179487
11203,35374208.0,65000.0,35,1.0,2,40.4003797,-3.6681517,0,0,0,0,0,0,0,0,0, Puente de Vallecas , Numancia ,0,0,1,0,1857.14285714
11205,35973447.0,350000.0,80,1.0,4,40.4168714,-3.7076027,1,1,1,0,0,0,0,0,0, Centro , Sol ,1,0,1,0,4375.0
11206,35052654.0,180000.0,94,4.0,2,40.3835362,-3.7284171,1,1,0,1,0,0,1,0,0, Carabanchel , Abrantes ,1,0,1,0,1914.89361702
11208,32968674.0,259000.0,55,1.0,7,40.4423552,-3.676439,1,1,1,1,0,0,0,1,0, Chamart\xedn , Prosperidad ,1,0,1,0,4709.09090909
11209,36176608.0,140000.0,107,4.0,5,40.3911909,-3.7155148,0,0,1,0,0,0,0,0,0, Carabanchel , Comillas ,0,0,0,0,1308.41121495
11210,33190423.0,59000.0,66,3.0,Ground floor,40.3775305,-3.7396165,0,1,0,1,0,0,0,0,0, Carabanchel , Puerta Bonita ,0,0,1,0,893.939393939
11213,35220177.0,1450000.0,540,5.0,14,40.4487821,-3.7127974,1,1,1,1,1,0,1,1,1, Moncloa , Ciudad Universitaria ,0,0,1,0,2685.18518519
11214,35475284.0,1430200.0,211,4.0,4,40.4551176,-3.6814828,0,0,1,1,0,0,0,0,1, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,1,0,0,1,6778.19905213
11215,1748925.0,327000.0,110,2.0,Ground floor,40.5064772,-3.7062948,1,1,1,1,1,1,1,1,0, Fuencarral , Montecarmelo ,1,0,1,0,2972.72727273
11216,35911027.0,2100000.0,315,5.0,2,40.4237169,-3.6869941,1,1,1,1,0,0,1,1,0, Salamanca , Recoletos ,0,1,0,0,6666.66666667
11217,35731495.0,734000.0,240,4.0,6,40.4218166,-3.6139109,1,1,1,1,1,0,1,1,1, San Blas , Arcos ,1,0,1,0,3058.33333333
11218,35689856.0,230500.0,135,3.0,6,40.3643297,-3.6862442,0,1,1,1,1,1,1,1,0, Usera , San Ferm\xedn ,0,0,1,0,1707.40740741
11219,35341034.0,91000.0,66,3.0,2,40.4027299,-3.6106423,0,0,0,1,0,0,1,0,0, Vic\xe1lvaro , Casco Hist\xf3rico de Vic\xe1lvaro ,1,0,1,0,1378.78787879
11220,35911915.0,227990.0,110,2.0,7,40.4885794,-3.6676805,1,1,1,1,0,0,0,1,0, Hortaleza , Virgen del Cortijo - Manoteras ,0,0,1,0,2072.63636364
11221,35384600.0,85000.0,43,2.0,Ground floor,40.4588333,-3.7085639,0,0,1,1,1,0,0,0,0, Moncloa , Valdezarza ,0,1,0,0,1976.74418605
11222,35709253.0,129999.0,90,3.0,6,40.417836,-3.620857,0,0,1,1,0,0,1,0,0, San Blas , Arcos ,0,0,1,0,1444.43333333
11223,35667205.0,550000.0,95,3.0,5,40.4350683,-3.6733819,0,1,1,1,0,0,1,0,0, Salamanca , Guindalera ,1,1,0,0,5789.47368421
11224,36249837.0,267000.0,93,3.0,1,40.4508636,-3.7028114,0,1,1,1,0,0,1,1,0, Tetu\xe1n , Cuatro Caminos ,0,0,1,0,2870.96774194
11225,33471069.0,145000.0,94,2.0,5,40.411741,-3.6569726,0,0,1,1,1,0,0,0,0, Moratalaz , Media Legua ,0,0,1,0,1542.55319149
11226,35960818.0,350000.0,71,3.0,7,40.4303198,-3.7114796,1,0,1,0,0,0,0,0,0, Chamber\xed , Arapiles ,1,0,1,0,4929.57746479
11227,33702430.0,692000.0,170,4.0,4,40.4282929,-3.6729585,1,1,1,1,0,0,0,0,1, Salamanca , Lista ,0,0,1,0,4070.58823529
11228,36010091.0,365000.0,137,6.0,1,40.4289613,-3.6637103,0,0,1,1,0,0,0,0,0, Salamanca , Fuente del Berro ,1,1,0,0,2664.23357664
11229,34988459.0,2400000.0,467,5.0,2,40.4500839,-3.6917314,1,1,1,1,0,0,1,1,1, Chamart\xedn , El Viso ,0,0,1,0,5139.1862955
11230,35706939.0,478000.0,156,4.0,12,40.4929966,-3.6107408,0,0,1,1,1,1,1,1,1, Hortaleza , Valdebebas - Valdefuentes ,1,0,0,1,3064.1025641
11231,32897260.0,1550000.0,365,6.0,1,40.4233953,-3.6841586,0,1,1,1,0,0,1,1,1, Salamanca , Recoletos ,0,1,0,0,4246.57534247
11232,36240568.0,107000.0,77,2.0,Ground floor,40.388416,-3.7128805,0,0,0,1,0,0,0,0,0, Usera , Moscard\xf3 ,0,1,0,0,1389.61038961
11233,35547925.0,1400000.0,208,4.0,2,40.45734,-3.68886,1,1,1,1,0,0,0,0,1, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,0,1,0,6730.76923077
11234,33674217.0,799000.0,177,4.0,7,40.4408242,-3.701348,1,1,1,1,0,0,0,1,0, Chamber\xed , Nuevos Ministerios-R\xedos Rosas ,0,0,1,0,4514.12429379
11235,36134856.0,112500.0,76,2.0,3,40.3890789,-3.7596505,1,0,0,0,0,0,0,0,0, Latina , Aluche ,0,0,1,0,1480.26315789
11236,35366284.0,1650000.0,300,5.0,10,40.4548639,-3.6911779,0,1,1,1,0,0,0,0,1, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,1,0,0,5500.0
11237,35227917.0,1815000.0,350,5.0,2,40.4296216,-3.682695,0,0,1,1,0,0,1,1,0, Salamanca , Recoletos ,0,1,0,0,5185.71428571
11239,35701585.0,159000.0,75,2.0,4,40.3587021,-3.6828963,1,1,1,1,1,1,1,1,1, Villaverde , Los Rosales ,1,0,1,0,2120.0
11240,36037302.0,260000.0,70,2.0,2,40.4255838,-3.7056864,1,0,0,0,0,0,0,0,0, Centro , Malasa\xf1a-Universidad ,1,0,1,0,3714.28571429
11241,36159251.0,96656.0,60,3.0,3,40.4090996,-3.6605276,0,0,1,1,0,0,0,0,0, Moratalaz , Media Legua ,0,0,0,0,1610.93333333
11242,36016800.0,220000.0,110,3.0,2,40.39635,-3.62385,1,0,1,1,0,0,1,1,1, Vic\xe1lvaro , Valdebernardo - Valderribas ,0,0,1,0,2000.0
11243,34809717.0,305000.0,80,2.0,13,40.4477436,-3.6604623,1,1,1,1,1,1,0,0,1, Ciudad Lineal , San Juan Bautista ,1,0,1,0,3812.5
11244,34912444.0,1250000.0,291,2.0,1,40.4243235,-3.673417,1,0,1,1,0,0,0,0,0, Salamanca , Goya ,0,0,1,0,4295.53264605
11245,36133969.0,119000.0,70,3.0,5,40.4255306,-3.6507392,0,0,0,0,0,0,0,0,0, Ciudad Lineal , Ventas ,0,0,0,0,1700.0
11246,33372610.0,890000.0,230,4.0,2,40.4902747,-3.7070064,1,1,1,1,1,1,1,1,1, Fuencarral , Mirasierra ,0,0,1,0,3869.56521739
11247,33194679.0,205000.0,75,2.0,3,40.4651663,-3.7030318,1,1,1,1,1,0,1,1,0, Tetu\xe1n , Valdeacederas ,0,0,1,0,2733.33333333
11248,36040286.0,990000.0,222,4.0,4,40.4742801,-3.7175621,1,1,1,1,1,1,0,1,1, Fuencarral , Pe\xf1agrande ,0,0,1,0,4459.45945946
11249,35155301.0,339000.0,150,3.0,Ground floor,40.4650597,-3.6417876,1,0,1,1,1,1,1,0,0, Hortaleza , Canillas ,1,1,0,0,2260.0
11250,36406047.0,205796.0,103,3.0,5,40.3687426,-3.6123583,0,0,1,1,1,1,1,0,1, Villa de Vallecas , Ensanche de Vallecas - La Gavia ,1,0,0,1,1998.01941748
11252,34999273.0,225000.0,125,4.0,3,40.5214058,-3.7754297,0,1,0,1,0,0,0,0,0, Fuencarral , El Pardo ,0,1,0,0,1800.0
11253,35839806.0,950000.0,312,5.0,Ground floor,40.4542694,-3.6559102,0,1,1,1,1,1,1,0,1, Ciudad Lineal , San Juan Bautista ,0,0,1,0,3044.87179487
11254,33190461.0,216000.0,149,4.0,Ground floor,40.3860887,-3.6052256,0,1,1,1,0,0,1,0,0, Villa de Vallecas , Santa Eugenia ,0,0,1,0,1449.66442953
11255,34810556.0,1090000.0,260,3.0,4,40.4541597,-3.6785566,0,0,1,1,0,0,0,1,1, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,0,1,0,4192.30769231
11256,35110079.0,94000.0,72,3.0,2,40.3803591,-3.7072127,0,1,0,0,0,0,0,0,0, Usera , Pradolongo ,0,0,1,0,1305.55555556
11257,30659673.0,450000.0,110,3.0,3,40.4126727,-3.7087346,0,1,1,1,0,0,0,0,0, Centro , Palacio ,1,0,1,0,4090.90909091
11259,35841531.0,425000.0,110,3.0,3,40.4989879,-3.6542395,1,1,1,1,1,1,0,1,1, Hortaleza , Sanchinarro ,1,0,1,0,3863.63636364
11260,36057923.0,950000.0,230,5.0,2,40.4579418,-3.6782232,1,1,1,1,0,0,0,1,1, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,0,1,0,4130.43478261
11261,35918306.0,180000.0,72,2.0,5,40.4110334,-3.6584391,0,1,1,1,0,0,0,0,1, Moratalaz , Media Legua ,1,0,1,0,2500.0
11262,35417936.0,395000.0,150,4.0,4,40.457712,-3.5893918,0,1,1,1,1,1,1,0,0, Barajas , Alameda de Osuna ,0,0,1,0,2633.33333333
11263,36305788.0,271600.0,145,3.0,3,40.4296634,-3.6016685,1,1,1,1,1,0,0,1,1, San Blas , Rosas ,1,0,1,0,1873.10344828
11264,36039794.0,1235000.0,240,5.0,1,40.4349761,-3.6837552,0,1,1,1,0,0,1,1,1, Salamanca , Castellana ,0,1,0,0,5145.83333333
11265,36125795.0,215000.0,108,3.0,4,40.4003839,-3.6373166,1,1,1,1,0,0,0,0,0, Moratalaz , Fontarr\xf3n ,0,0,1,0,1990.74074074
11266,36267771.0,155000.0,130,4.0,1,40.3675465,-3.6022367,1,1,0,1,0,0,0,0,0, Villa de Vallecas , Ensanche de Vallecas - La Gavia ,0,0,1,0,1192.30769231
11267,36134157.0,119000.0,91,3.0,1,40.4448207,-3.5982526,0,0,0,0,0,0,0,0,0, San Blas , Rejas ,0,1,0,0,1307.69230769
11268,36150753.0,140000.0,45,2.0,7,40.4336148,-3.659009,0,1,1,1,0,0,1,1,0, Ciudad Lineal , Concepci\xf3n ,1,0,1,0,3111.11111111
11269,405779.0,200000.0,180,5.0,2,40.366521,-3.7018945,0,0,0,1,0,0,0,1,1, Usera , 12 de Octubre-Orcasur ,1,1,0,0,1111.11111111
11270,35391204.0,465000.0,119,3.0,3,40.4286941,-3.7013088,0,1,1,1,0,0,0,0,0, Centro , Chueca-Justicia ,0,1,0,0,3907.56302521
11271,35716867.0,450000.0,113,3.0,7,40.4278582,-3.6646038,0,1,1,1,0,0,1,0,0, Salamanca , Fuente del Berro ,0,1,0,0,3982.30088496
11272,35827202.0,162061.0,67,2.0,4,40.3644531,-3.7483733,0,0,1,1,0,1,0,0,1, Carabanchel , Pau de Carabanchel ,1,0,0,1,2418.82089552
11273,35762953.0,96050.0,65,2.0,2,40.4244907,-3.6435339,0,0,0,1,0,0,1,0,0, Ciudad Lineal , Pueblo Nuevo ,0,0,1,0,1477.69230769
11275,35231830.0,130000.0,87,2.0,5,40.3869346,-3.7379505,1,0,1,1,0,0,0,0,0, Carabanchel , Vista Alegre ,0,0,1,0,1494.25287356
11276,33287399.0,95000.0,70,1.0,Semi-basement,40.3897437,-3.7025021,0,1,0,1,0,0,0,0,0, Usera , Moscard\xf3 ,1,0,1,0,1357.14285714
11277,34450610.0,89000.0,88,4.0,3,40.3765121,-3.7488275,0,0,0,1,0,0,1,0,0, Carabanchel , Buena Vista ,0,1,0,0,1011.36363636
11278,33688676.0,80000.0,72,3.0,1,40.3778139,-3.6648395,0,1,0,1,0,0,1,1,0, Puente de Vallecas , Entrev\xedas ,1,1,0,0,1111.11111111
11279,35146396.0,145000.0,77,3.0,1,40.4373868,-3.6436756,0,0,0,1,0,0,1,0,0, Ciudad Lineal , Quintana ,0,0,1,0,1883.11688312
11280,34895541.0,164000.0,104,2.0,2,40.3510487,-3.6792586,0,0,1,1,1,1,0,1,1, Villaverde , Butarque ,1,0,0,1,1576.92307692
11281,36135981.0,239900.0,87,2.0,6,40.3543484,-3.6846327,1,0,0,0,0,0,1,1,1, Villaverde , Butarque ,0,0,1,0,2757.47126437
11282,35579143.0,735000.0,165,3.0,1,40.4548246,-3.6761422,1,1,1,1,0,0,1,0,1, Chamart\xedn , Bernab\xe9u-Hispanoam\xe9rica ,0,0,1,0,4454.54545455
11283,35696327.0,350000.0,90,3.0,Ground floor,40.4255371,-3.6740927,0,0,1,1,0,0,0,0,0, Salamanca , Goya ,0,0,1,0,3888.88888889
11286,35206831.0,355000.0,146,4.0,2,40.4777909,-3.6581605,0,1,1,1,0,0,1,1,1, Hortaleza , Ap\xf3stol Santiago ,1,0,1,0,2431.50684932
11287,34940759.0,289500.0,73,2.0,3,40.4313542,-3.6693386,1,1,1,1,0,0,0,0,0, Salamanca , Guindalera ,1,0,1,0,3965.75342466
11288,35985042.0,370000.0,114,2.0,2,40.491395,-3.7018068,1,1,1,1,1,1,1,1,1, Fuencarral , Mirasierra ,0,0,1,0,3245.61403509
11289,32119487.0,1149000.0,245,5.0,1,40.4287072,-3.6748291,1,1,1,1,0,0,1,0,0, Salamanca , Goya ,0,0,1,0,4689.79591837
11290,34055547.0,2500000.0,370,5.0,1,40.4637687,-3.6796558,0,0,1,1,1,0,0,1,1, Chamart\xedn , Nueva Espa\xf1a ,0,0,1,0,6756.75675676
11291,35606526.0,630000.0,223,5.0,6,40.44283,-3.71632,1,1,1,1,0,0,1,1,0, Chamber\xed , Vallehermoso ,0,1,0,0,2825.11210762
11292,28629263.0,1800000.0,495,5.0,4,40.4472709,-3.6881894,0,0,1,1,0,0,0,1,0, Chamart\xedn , El Viso ,0,1,0,0,3636.36363636
11293,35978961.0,525000.0,99,2.0,5,40.4323674,-3.6624703,1,1,1,1,1,1,0,1,0, Salamanca , Guindalera ,0,0,1,0,5303.03030303
11294,35136674.0,195000.0,70,1.0,2,40.4112848,-3.7336446,1,1,0,1,0,0,1,1,0, Latina , Puerta del \xc1ngel ,1,0,1,0,2785.71428571
11295,33695725.0,167000.0,100,3.0,3,40.3850001,-3.71155,0,0,1,1,0,0,0,1,0, Usera , Moscard\xf3 ,0,0,1,0,1670.0
11296,36318822.0,245000.0,85,3.0,3,40.4641849,-3.6978043,0,1,1,0,0,0,0,1,0, Tetu\xe1n , Valdeacederas ,0,0,1,0,2882.35294118
11297,35848091.0,410000.0,113,3.0,7,40.4840319,-3.6705795,0,0,1,0,0,0,0,0,0, Ciudad Lineal , Costillares ,0,0,1,0,3628.31858407
11298,36058606.0,255000.0,81,2.0,8,40.3663975,-3.5974837,1,1,1,1,1,1,0,1,1, Villa de Vallecas , Ensanche de Vallecas - La Gavia ,1,0,1,0,3148.14814815
11299,35136924.0,895000.0,270,5.0,7,40.4975634,-3.7059618,1,1,1,1,1,1,1,0,1, Fuencarral , Mirasierra ,0,0,1,0,3314.81481481
11300,34911921.0,99500.0,66,2.0,5,40.3832885,-3.7134467,0,0,1,1,0,0,0,0,0, Usera , Moscard\xf3 ,0,0,1,0,1507.57575758
11301,36174967.0,95000.0,66,2.0,2,40.4030081,-3.6067168,0,0,0,1,0,0,0,0,0, Vic\xe1lvaro , Casco Hist\xf3rico de Vic\xe1lvaro ,0,1,0,0,1439.39393939
11303,36280766.0,840000.0,220,5.0,3,40.409462,-3.6716452,1,1,1,1,0,0,1,1,0, Retiro , Ni\xf1o Jes\xfas ,0,0,1,0,3818.18181818
11304,36160313.0,119000.0,75,3.0,Ground floor,40.4112353,-3.7300299,0,0,0,1,0,0,0,0,0, Latina , Puerta del \xc1ngel ,0,0,1,0,1586.66666667
11305,33862356.0,321000.0,115,3.0,Ground floor,40.3830352,-3.7704232,0,0,1,1,0,1,1,1,1, Latina , \xc1guilas ,1,0,0,1,2791.30434783
11306,34387120.0,320000.0,110,3.0,2,40.4581848,-3.5859135,0,1,1,1,1,0,0,0,0, Barajas , Alameda de Osuna ,0,0,1,0,2909.09090909
11307,35542668.0,249000.0,93,3.0,3,40.4673468,-3.6313474,0,1,1,1,0,0,1,0,0, Hortaleza , Canillas ,0,0,1,0,2677.41935484
